1,1,水泥
1,2,食品
1,3,塑膠
1,4,紡織
1,5,電機
1,6,電器電纜
1,7,化學
1,8,生技醫療
1,9,玻璃
1,10,造紙
1,11,鋼鐵
1,12,橡膠
1,13,汽車
1,14,半導體
1,15,電腦週邊
1,16,光電
1,17,通信網路
1,18,電子零組件
1,19,電子通路
1,20,資訊服務
1,21,其它電子
1,22,營建
1,23,航運
1,24,觀光
1,25,金融
1,26,貿易百貨
1,27,油電燃氣
1,28,其他
