2,1,食品
2,2,塑膠
2,3,紡織
2,4,電機
2,5,電器
2,6,化工
2,7,生技
2,8,油電
2,9,鋼鐵
2,10,橡膠
2,11,半導
2,12,電腦
2,13,光電
2,14,通信
2,15,電零
2,16,通路
2,17,資服
2,18,他電
2,19,營建
2,20,航運
2,21,觀光
2,22,金融
2,23,貿易
2,24,其他
2,25,管理
