1101,106,7594
1101,105,6358
1101,104,5776
1101,103,10829
1101,102,10027
1101,101,7735
1101,100,8620
1101,99,8031
1102,106,5469
1102,105,3946
1102,104,4860
1102,103,9362
1102,102,10517
1102,101,6235
1102,100,10016
1102,99,7676
1103,106,895
1103,105,25
1103,104,222
1103,103,16
1103,102,1272
1103,101,-728
1103,100,160
1103,99,360
1104,106,1412
1104,105,1702
1104,104,1393
1104,103,1393
1104,102,1113
1104,101,712
1104,100,390
1104,99,1204
1108,106,-101
1108,105,315
1108,104,470
1108,103,380
1108,102,179
1108,101,175
1108,100,-140
1108,99,-188
1109,106,492
1109,105,161
1109,104,18
1109,103,284
1109,102,275
1109,101,88
1109,100,74
1109,99,-16
1110,106,61
1110,105,108
1110,104,144
1110,103,142
1110,102,146
1110,101,69
1110,100,23
1110,99,50
1201,106,664
1201,105,-777
1201,104,-1914
1201,103,-252
1201,102,873
1201,101,756
1201,100,685
1201,99,1632
1203,106,443
1203,105,423
1203,104,267
1203,103,267
1203,102,263
1203,101,100
1203,100,41
1203,99,115
1210,106,2239
1210,105,2058
1210,104,591
1210,103,1163
1210,102,1796
1210,101,734
1210,100,1071
1210,99,1080
1213,106,2
1213,105,15
1213,104,17
1213,103,12
1213,102,16
1213,101,11
1213,100,2
1213,99,-14
1215,106,1433
1215,105,1262
1215,104,688
1215,103,783
1215,102,453
1215,101,309
1215,100,136
1215,99,345
1216,106,39845
1216,105,14527
1216,104,14108
1216,103,11126
1216,102,12764
1216,101,12407
1216,100,9448
1216,99,10929
1217,106,133
1217,105,103
1217,104,48
1217,103,-358
1217,102,-54
1217,101,51
1217,100,11
1217,99,178
1218,106,317
1218,105,121
1218,104,124
1218,103,70
1218,102,-119
1218,101,-210
1218,100,200
1218,99,239
1219,106,141
1219,105,156
1219,104,98
1219,103,136
1219,102,28
1219,101,-58
1219,100,552
1219,99,227
1220,106,77
1220,105,165
1220,104,119
1220,103,53
1220,102,57
1220,101,143
1220,100,144
1220,99,112
1225,106,247
1225,105,385
1225,104,558
1225,103,45
1225,102,62
1225,101,40
1225,100,43
1225,99,179
1227,106,2173
1227,105,2607
1227,104,2731
1227,103,2076
1227,102,1860
1227,101,2238
1227,100,2458
1227,99,2131
1229,106,2974
1229,105,2154
1229,104,1416
1229,103,1719
1229,102,1334
1229,101,1576
1229,100,1529
1229,99,1985
1231,106,406
1231,105,470
1231,104,357
1231,103,223
1231,102,343
1231,101,367
1231,100,359
1231,99,306
1232,106,817
1232,105,892
1232,104,912
1232,103,987
1232,102,707
1232,101,444
1232,100,587
1232,99,670
1233,106,175
1233,105,169
1233,104,209
1233,103,230
1233,102,231
1233,101,232
1233,100,234
1233,99,210
1234,106,543
1234,105,1106
1234,104,620
1234,103,395
1234,102,312
1234,101,8114
1234,100,392
1234,99,331
1235,106,307
1235,105,224
1235,104,47
1235,103,52
1235,102,-46
1235,101,14
1235,100,19
1235,99,15
1236,106,5
1236,105,75
1236,104,102
1236,103,167
1236,102,136
1236,101,139
1236,100,180
1236,99,145
1256,106,287
1256,105,227
1256,104,211
1256,103,243
1256,102,216
1256,101,93
1256,100,83
1256,99,62
1702,106,993
1702,105,1206
1702,104,1113
1702,103,949
1702,102,854
1702,101,446
1702,100,348
1702,99,518
1737,106,354
1737,105,352
1737,104,269
1737,103,214
1737,102,126
1737,101,78
1737,100,194
1737,99,181
1301,106,49383
1301,105,39393
1301,104,30877
1301,103,17875
1301,102,20716
1301,101,14663
1301,100,35724
1301,99,45546
1303,106,54521
1303,105,48840
1303,104,35721
1303,103,31742
1303,102,25272
1303,101,4216
1303,100,23143
1303,99,40974
1304,106,1111
1304,105,1190
1304,104,880
1304,103,641
1304,102,817
1304,101,1660
1304,100,3208
1304,99,2942
1305,106,1270
1305,105,1443
1305,104,768
1305,103,119
1305,102,753
1305,101,798
1305,100,-92
1305,99,5
1307,106,901
1307,105,1244
1307,104,1102
1307,103,970
1307,102,799
1307,101,707
1307,100,673
1307,99,980
1308,106,565
1308,105,666
1308,104,532
1308,103,500
1308,102,537
1308,101,618
1308,100,1620
1308,99,1453
1309,106,502
1309,105,121
1309,104,68
1309,103,-631
1309,102,17
1309,101,-64
1309,100,271
1309,99,526
1310,106,1056
1310,105,1411
1310,104,694
1310,103,-38
1310,102,1086
1310,101,-440
1310,100,-860
1310,99,55
1312,106,3289
1312,105,2401
1312,104,1472
1312,103,293
1312,102,1951
1312,101,1741
1312,100,1121
1312,99,2079
1313,106,2342
1313,105,1089
1313,104,-172
1313,103,-243
1313,102,598
1313,101,1209
1313,100,1053
1313,99,2693
1314,106,6092
1314,105,-1870
1314,104,96
1314,103,304
1314,102,5276
1314,101,1418
1314,100,10926
1314,99,6323
1315,106,172
1315,105,304
1315,104,256
1315,103,236
1315,102,174
1315,101,162
1315,100,626
1315,99,210
1319,106,2341
1319,105,2415
1319,104,1696
1319,103,910
1319,102,1347
1319,101,811
1319,100,1181
1319,99,1186
1321,106,-81
1321,105,-15
1321,104,37
1321,103,-145
1321,102,13
1321,101,-127
1321,100,-168
1321,99,-135
1323,106,251
1323,105,282
1323,104,232
1323,103,275
1323,102,240
1323,101,186
1323,100,165
1323,99,196
1324,106,60
1324,105,65
1324,104,58
1324,103,43
1324,102,44
1324,101,38
1324,100,72
1324,99,60
1325,106,44
1325,105,112
1325,104,100
1325,103,59
1325,102,72
1325,101,75
1325,100,122
1325,99,150
1326,106,54411
1326,105,43833
1326,104,27578
1326,103,10528
1326,102,24864
1326,101,7094
1326,100,32971
1326,99,47275
1337,106,182
1337,105,406
1337,104,390
1337,103,1133
1337,102,1287
1337,101,1501
1337,100,1202
1337,99,1002
1339,106,276
1339,105,306
1339,104,344
1339,103,301
1339,102,219
1340,106,835
1340,105,882
1340,104,863
1340,103,934
1340,102,701
1340,101,525
1340,100,446
1340,99,341
4306,106,589
4306,105,-100
4306,104,363
4306,103,60
4306,102,741
4306,101,390
4306,100,1371
4306,99,547
1402,106,8066
1402,105,6308
1402,104,8035
1402,103,10853
1402,102,13216
1402,101,8713
1402,100,11087
1402,99,12850
1409,106,965
1409,105,748
1409,104,749
1409,103,1365
1409,102,1152
1409,101,964
1409,100,1262
1409,99,1887
1410,106,92
1410,105,117
1410,104,118
1410,103,104
1410,102,97
1410,101,115
1410,100,96
1410,99,91
1413,106,117
1413,105,-63
1413,104,4
1413,103,-246
1413,102,-298
1413,101,-271
1413,100,-97
1413,99,119
1414,106,90
1414,105,-3
1414,104,7
1414,103,46
1414,102,136
1416,106,223
1416,105,1135
1416,104,-36
1416,103,485
1416,102,63
1416,101,1110
1416,100,240
1416,99,225
1417,106,-459
1417,105,-171
1417,104,-385
1417,103,29
1417,102,17
1417,101,169
1417,100,255
1417,99,151
1418,106,-322
1418,105,-181
1418,104,-180
1418,103,-160
1418,102,-122
1418,101,-194
1418,100,46
1418,99,-36
1419,106,1242
1419,105,157
1419,104,116
1419,103,104
1419,102,164
1419,101,176
1419,100,248
1419,99,230
1423,106,46
1423,105,5
1423,104,-36
1423,103,-75
1423,102,-4
1434,106,4280
1434,105,3481
1434,104,2829
1434,103,3518
1434,102,2129
1434,101,2410
1434,100,2078
1434,99,4090
1439,106,-7
1439,105,25
1439,104,1
1439,103,1
1439,102,2
1440,106,752
1440,105,577
1440,104,1237
1440,103,475
1440,102,1212
1440,101,668
1440,100,554
1440,99,2643
1441,106,-274
1441,105,-212
1441,104,-84
1441,103,-195
1441,102,-12
1441,101,8
1441,100,137
1441,99,161
1443,106,-242
1443,105,-181
1443,104,-120
1443,103,-204
1443,102,-83
1443,101,-308
1443,100,-203
1443,99,22
1444,106,-13
1444,105,63
1444,104,406
1444,103,217
1444,102,640
1444,101,787
1444,100,769
1444,99,1609
1445,106,12
1445,105,63
1445,104,90
1445,103,29
1445,102,65
1445,101,23
1445,100,103
1445,99,111
1446,106,-40
1446,105,65
1446,104,-38
1446,103,13
1446,102,-11
1446,101,-29
1446,100,403
1446,99,-231
1447,106,-186
1447,105,-86
1447,104,21
1447,103,348
1447,102,1003
1447,101,31
1447,100,-233
1447,99,1014
1449,106,56
1449,105,-187
1449,104,-267
1449,103,53
1449,102,-146
1449,101,-328
1449,100,-196
1449,99,-281
1451,106,281
1451,105,733
1451,104,675
1451,103,701
1451,102,797
1451,101,760
1451,100,756
1451,99,1443
1452,106,216
1452,105,200
1452,104,371
1452,103,174
1452,102,137
1452,96,75
1452,95,51
1452,94,-54
1453,106,-27
1453,105,-11
1453,104,54
1453,103,-47
1453,102,20
1453,101,122
1453,100,7
1453,99,20
1454,106,19
1454,105,53
1454,104,105
1454,103,69
1454,102,37
1454,101,-19
1454,100,166
1454,99,10
1455,106,361
1455,105,208
1455,104,132
1455,103,57
1455,102,367
1455,96,172
1455,95,186
1455,94,-177
1456,106,38
1456,105,47
1456,104,116
1456,103,-1119
1456,102,15
1456,101,-252
1456,100,-228
1456,99,-164
1457,106,605
1457,105,69
1457,104,449
1457,103,88
1457,102,182
1457,101,5
1457,100,-203
1457,99,274
1459,106,95
1459,105,-438
1459,104,227
1459,103,176
1459,102,176
1459,101,-44
1459,100,285
1459,99,627
1460,106,215
1460,105,524
1460,104,452
1460,103,374
1460,102,230
1460,101,580
1460,100,204
1460,99,-1415
1463,106,571
1463,105,640
1463,104,82
1463,103,102
1463,102,54
1463,101,-37
1463,100,28
1463,99,9
1464,106,370
1464,105,383
1464,104,322
1464,103,895
1464,102,-39
1464,101,63
1464,100,52
1464,99,26
1465,106,26
1465,105,74
1465,104,103
1465,103,108
1465,102,104
1465,101,83
1465,100,108
1465,99,218
1466,106,-3
1466,105,-101
1466,104,8
1466,103,54
1466,102,98
1466,101,96
1466,100,209
1466,99,284
1467,106,-77
1467,105,15
1467,104,2
1467,103,112
1467,102,169
1467,101,179
1467,100,150
1467,99,166
1468,106,-94
1468,105,-40
1468,104,-53
1468,103,-58
1468,102,-48
1468,101,-254
1468,100,203
1468,99,-260
1469,106,-81
1469,105,-78
1469,104,-6
1469,103,0
1469,102,8
1469,101,24
1469,100,26
1469,99,32
