1101,106,18354,94709,152647
1101,105,18299,101800,147397
1101,104,18823,113310,155484
1101,103,21382,108446,162018
1101,102,19204,109370,153619
1101,101,18750,140871,131744
1101,100,14316,146486,129320
1101,99,11793,139709,124514
1102,106,120129,53739,145796
1102,105,115980,58832,140663
1102,104,127665,67265,154854
1102,103,118056,70586,161727
1102,102,114518,62482,152842
1102,101,61655,70380,100225
1102,100,60454,73282,102356
1102,99,62283,66510,91615
1103,106,16020,2852,19261
1103,105,13619,2026,15813
1103,104,12456,2336,14046
1103,103,15848,3086,19282
1103,102,14846,3616,21498
1103,101,5202,10529,16459
1103,100,6197,11105,18067
1103,99,6330,11308,18079
1104,106,10778,5903,17155
1104,105,10322,5718,16396
1104,104,10863,5588,16000
1104,103,10717,5736,15798
1104,102,9122,5847,14539
1104,101,7563,4065,13383
1104,100,7113,4051,13061
1104,99,6521,3690,12810
1108,106,32,1649,4429
1108,105,54,1900,4802
1108,104,43,2157,4846
1108,103,56,2300,4615
1108,102,62,2435,4403
1108,101,87,2604,4201
1108,100,84,2768,4117
1108,99,244,3019,4113
1109,106,1714,3499,6795
1109,105,1752,3725,6329
1109,104,1748,4094,6388
1109,103,1790,4274,7032
1109,102,1829,4336,7126
1109,101,899,5045,6717
1109,100,899,5425,6878
1109,99,901,4264,6660
1110,106,6902,228,8580
1110,105,6849,251,8641
1110,104,6961,349,8640
1110,103,7374,337,8859
1110,102,7495,337,8715
1110,101,2158,4909,8341
1110,100,2183,4967,8206
1110,99,2278,4689,8218
1201,106,234,11224,7808
1201,105,616,11782,7089
1201,104,891,12742,8471
1201,103,1082,14514,11089
1201,102,597,13490,11528
1201,101,261,12695,10998
1201,100,68,9903,9991
1201,99,163,8131,8874
1203,106,1765,2782,5496
1203,105,1783,2819,5283
1203,104,1816,2807,5167
1203,103,1909,2963,5150
1203,102,1879,3004,4897
1203,101,268,3725,4727
1203,100,341,3877,4756
1203,99,401,4131,5116
1210,106,3832,13430,21723
1210,105,3906,11879,20183
1210,104,4836,12175,19249
1210,103,4129,13384,19944
1210,102,3945,11816,18788
1210,101,2058,10712,16926
1210,100,1795,9641,16597
1210,99,1786,8509,14784
1213,106,0,355,696
1213,105,0,310,694
1213,104,0,307,679
1213,103,0,309,662
1213,102,0,313,651
1213,101,0,315,635
1213,100,0,318,624
1213,99,0,251,583
1215,106,1678,6515,6958
1215,105,1711,4307,6609
1215,104,1066,3565,5185
1215,103,1678,2929,5357
1215,102,1847,2731,4873
1215,101,2034,2574,4834
1215,100,2014,2023,4593
1215,99,1520,1466,4184
1216,106,56574,144096,191300
1216,105,60295,148761,152700
1216,104,65921,160484,155690
1216,103,65829,163155,150639
1216,102,61173,147683,138067
1216,101,41970,139430,130788
1216,100,39915,126235,118999
1216,99,42655,107704,112725
1217,106,6883,2919,6124
1217,105,5954,2991,6041
1217,104,5309,3360,6094
1217,103,4950,4992,6219
1217,102,5204,4364,6431
1217,101,3228,4286,5870
1217,100,2771,4216,5796
1217,99,2638,3461,5297
1218,106,2784,1788,3822
1218,105,2697,1868,3476
1218,104,2660,1979,3409
1218,103,2227,2594,3355
1218,102,2160,2611,3307
1218,101,2058,2621,3540
1218,100,2013,2543,3862
1218,99,2019,2706,3873
1219,106,303,3882,3948
1219,105,291,3621,3877
1219,104,273,3318,3924
1219,103,267,2386,3940
1219,102,308,2044,3736
1219,101,286,2010,3792
1219,100,287,1990,4008
1219,99,267,2119,3748
1220,106,144,864,2386
1220,105,121,875,2403
1220,104,117,889,2306
1220,103,100,896,2216
1220,102,94,911,2255
1220,101,101,903,2296
1220,100,102,952,2149
1220,99,101,972,2029
1225,106,246,2094,3638
1225,105,242,2157,3678
1225,104,229,2194,3477
1225,103,236,2462,2934
1225,102,236,2550,2697
1225,101,240,2607,2524
1225,100,247,2713,2558
1225,99,244,2757,2588
1227,106,404,5676,15024
1227,105,530,4684,14418
1227,104,370,3784,13503
1227,103,384,3692,12103
1227,102,408,3085,10844
1227,101,235,2233,10058
1227,100,345,2187,9028
1227,99,356,2113,7321
1229,106,25146,1758,25286
1229,105,22132,1510,22115
1229,104,20338,1495,20257
1229,103,21589,1490,21684
1229,102,21051,1820,20907
1229,101,17782,3870,19895
1229,100,18990,4078,21135
1229,99,19915,4133,21786
1231,106,573,2674,3127
1231,105,595,2735,3024
1231,104,462,2828,2814
1231,103,483,2806,2611
1231,102,376,2457,2535
1231,101,6,1674,2383
1231,100,7,1636,2199
1231,99,7,715,1967
1232,106,1,584,3825
1232,105,1,540,3807
1232,104,1,575,3706
1232,103,1,555,3577
1232,102,1,596,3187
1232,101,1,703,3004
1232,100,19,826,2979
1232,99,19,980,2982
1233,106,240,951,1502
1233,105,194,970,1424
1233,104,207,965,1454
1233,103,206,944,1452
1233,102,268,955,1475
1233,101,279,947,1585
1233,100,155,959,1527
1233,99,155,806,1368
1234,106,8436,6559,17562
1234,105,8478,5620,17838
1234,104,8439,5604,17417
1234,103,8438,6050,17370
1234,102,8632,3906,17775
1234,101,8695,3726,20287
1234,100,9468,3832,12840
1234,99,6861,2991,9735
1235,106,1360,182,4158
1235,105,856,186,2766
1235,104,442,187,1433
1235,103,387,188,1268
1235,102,201,197,866
1235,101,184,201,967
1235,100,190,206,910
1235,99,191,141,922
1236,106,374,1712,1758
1236,105,417,1840,1834
1236,104,496,1839,1938
1236,103,371,1819,1848
1236,102,106,1699,1555
1236,101,31,1822,1470
1236,100,26,1702,1435
1236,99,21,1266,1315
1256,106,0,582,1525
1256,105,0,442,925
1256,104,0,460,877
1256,103,0,367,822
1256,102,0,284,640
1256,101,0,232,431
1256,100,0,240,277
1256,99,1,142,173
1702,106,95,11706,5965
1702,105,96,10388,5623
1702,104,105,8152,5644
1702,103,41,7774,5253
1702,102,91,6353,4628
1702,101,90,6309,4094
1702,100,90,6420,3999
1702,99,96,5103,3734
1737,106,1462,2957,6019
1737,105,1506,2716,5986
1737,104,1757,2670,5861
1737,103,1784,2713,5825
1737,102,1386,2703,5735
1737,101,253,2721,6526
1737,100,115,2817,6609
1737,99,51,2902,6581
1301,106,212568,69094,345010
1301,105,199416,73368,313070
1301,104,182809,81461,287435
1301,103,173408,83998,285150
1301,102,168768,81456,262436
1301,101,132422,77129,226620
1301,100,124441,78826,241255
1301,99,121443,84501,260844
1303,106,178471,132902,367220
1303,105,159011,139724,351033
1303,104,158951,137066,337951
1303,103,154695,145079,333031
1303,102,128058,147811,295348
1303,101,96299,146291,257744
1303,100,102892,147830,277235
1303,99,106853,147261,295062
1304,106,8275,23758,34808
1304,105,3440,22805,32019
1304,104,2884,22600,31049
1304,103,3644,20241,31098
1304,102,2864,17556,31294
1304,101,3145,15478,31189
1304,100,2785,15474,29401
1304,99,3358,13206,27621
1305,106,532,5730,8201
1305,105,404,5227,7756
1305,104,400,5068,6785
1305,103,423,5107,6078
1305,102,325,5203,6313
1305,101,314,4698,5800
1305,100,312,4970,4925
1305,99,433,4140,4976
1307,106,60,6235,8381
1307,105,51,5992,8903
1307,104,65,5977,8467
1307,103,85,5739,7807
1307,102,100,5378,6980
1307,101,121,4958,6639
1307,100,115,5169,6458
1307,99,149,3752,5193
1308,106,6050,3631,9816
1308,105,4597,3796,9497
1308,104,4118,3638,8836
1308,103,4861,1937,9054
1308,102,4693,871,9180
1308,101,4466,681,9449
1308,100,4110,649,8910
1308,99,3466,633,8145
1309,106,879,2419,3906
1309,105,840,2444,3379
1309,104,788,2504,3375
1309,103,875,2595,3471
1309,102,928,2614,4092
1309,101,843,2170,4066
1309,100,816,1868,4177
1309,99,831,1782,3941
1310,106,2397,4186,7572
1310,105,2280,4436,7550
1310,104,2115,4720,6585
1310,103,1939,3760,5656
1310,102,2208,3520,6663
1310,101,1548,3671,5049
1310,100,1661,3577,5691
1310,99,2223,3081,6497
1312,106,9611,7778,23484
1312,105,8075,8260,20847
1312,104,7347,8282,18928
1312,103,7815,8708,17854
1312,102,7345,9156,18225
1312,101,6750,9500,16248
1312,100,6693,8612,15241
1312,99,7298,7771,15074
1313,106,6268,15460,21264
1313,105,4550,13590,18408
1313,104,3815,12478,17998
1313,103,3957,11683,18827
1313,102,4207,11375,18998
1313,101,3743,10602,18044
1313,100,3381,10998,17442
1313,99,4578,8728,18763
1314,106,45137,16935,62548
1314,105,44059,15670,51063
1314,104,43810,16279,53258
1314,103,42216,16980,53419
1314,102,37224,18797,53099
1314,101,4869,18918,35460
1314,100,7096,16844,38494
1314,99,8446,15266,28919
1315,106,3154,1666,7335
1315,105,3154,1744,7289
1315,104,3124,1783,6921
1315,103,3183,1855,7166
1315,102,3215,1887,7547
1315,101,488,4365,7213
1315,100,460,1524,6174
1315,99,451,1519,6177
1319,106,4112,19759,21336
1319,105,3730,18680,20152
1319,104,3827,18352,19130
1319,103,3726,16926,17963
1319,102,3493,15670,17843
1319,101,3135,16323,16720
1319,100,2988,17108,16532
1319,99,2754,15452,15187
1321,106,5174,4082,4780
1321,105,5077,4231,4866
1321,104,4707,4239,4962
1321,103,984,7196,4957
1321,102,1008,6281,5090
1321,101,734,5746,5107
1321,100,651,5795,5268
1321,99,681,1319,2590
1323,106,0,1389,2096
1323,105,0,1397,2006
1323,104,0,1556,1951
1323,103,0,1499,1930
1323,102,0,1473,1707
1323,101,0,1574,1510
1323,100,0,1591,1418
1323,99,0,1468,1320
1324,106,20,377,1025
1324,105,20,330,1001
1324,104,24,360,988
1324,103,25,383,960
1324,102,25,384,1019
1324,101,0,423,1015
1324,100,0,455,1044
