1258,106,1,1486,921
1258,105,3,616,892
1258,104,0,572,776
1258,103,0,314,667
1258,102,0,260,590
1258,101,0,256,572
1258,100,0,237,590
1258,99,14,240,361
1264,106,0,761,2578
1264,105,0,702,2397
1264,104,1,645,2283
1264,103,1,549,1670
1264,102,3,362,1265
1264,101,0,213,762
1264,100,0,173,524
1796,106,0,265,315
1796,105,0,196,333
1796,104,0,113,223
1796,103,0,114,173
1796,102,0,131,191
1796,101,0,151,184
1796,100,0,178,192
4205,106,0,578,1468
4205,105,0,671,1313
4205,104,0,678,1233
4205,103,139,545,1160
4205,102,139,554,1167
4205,96,0,433,919
4205,95,1,448,879
4205,94,8,478,793
4207,106,138,2022,2639
4207,105,139,1901,2389
4207,104,155,1894,2291
4207,103,182,1987,2545
4207,102,209,1881,2478
4207,101,81,1784,2223
4207,100,76,1629,1908
4207,99,61,1467,1774
4712,106,0,6,469
4712,105,0,7,709
4712,104,0,33,610
4712,103,0,101,755
4712,102,11,155,877
4712,101,353,117,862
4712,100,188,124,816
4712,99,70,181,600
4303,106,86,537,1476
4303,105,107,431,739
4303,104,95,441,767
4303,103,125,415,728
4303,102,127,409,650
4303,101,0,434,625
4303,100,0,483,642
4303,99,40,638,687
4304,106,134,190,272
4304,105,142,177,360
4304,104,105,237,413
4304,103,112,256,383
4304,102,112,274,496
4304,101,0,377,590
4304,100,0,448,637
4304,99,0,437,666
4305,106,0,315,992
4305,105,0,317,988
4305,104,0,301,953
4305,103,0,316,891
4305,102,0,325,863
8354,106,0,1981,1484
8354,105,0,1719,1423
8354,104,0,1259,1414
8354,103,0,1175,1373
8354,102,9,929,1272
8354,101,29,934,1086
8354,100,5,1104,916
8354,99,11,539,787
9950,106,0,2503,1265
9950,105,0,2229,1114
9950,104,0,1905,1120
9950,103,0,1401,1091
9950,102,0,920,704
9950,101,0,583,683
9950,100,0,582,701
9950,99,0,572,687
4401,106,89,2676,2705
4401,105,97,2530,2636
4401,104,104,2376,2562
4401,103,101,2376,2443
4401,102,94,2154,2429
4401,101,86,1964,2083
4401,100,92,1942,2079
4401,99,87,1423,1902
4402,106,604,282,266
4402,105,544,267,313
4402,104,0,784,136
4402,103,10,940,356
4402,102,0,983,513
4402,101,0,937,435
4406,106,124,257,576
4406,105,104,268,576
4406,104,98,273,576
4406,103,89,287,565
4406,102,90,297,580
4413,106,0,1,143
4413,105,0,3,30
4413,104,0,2,38
4413,103,0,3,31
4413,102,0,34,45
4413,96,40,467,98
4413,95,3,297,177
4413,94,0,315,14
4417,106,0,1295,2405
4417,105,0,1172,2366
4417,104,0,1232,2206
4417,103,110,1284,1989
4417,102,82,1228,1750
4417,101,13,1165,1596
4417,100,13,1011,1327
4417,99,13,739,1177
4419,106,0,31,134
4419,105,0,23,57
4419,104,0,34,66
4419,103,0,115,145
4419,102,0,118,202
4420,106,248,285,870
4420,105,246,343,859
4420,104,223,315,544
4420,103,110,223,479
4420,102,0,334,481
4429,106,0,700,958
4429,105,0,741,1042
4429,104,0,718,1052
4429,103,14,755,1053
4429,102,0,727,1048
4432,106,0,280,1330
4432,105,6,308,1413
4432,104,6,320,1488
4432,103,13,239,1437
4432,102,28,194,1285
4432,101,28,105,927
4432,100,28,106,695
4432,99,111,112,526
4433,106,0,456,842
4433,105,0,476,847
4433,104,0,375,697
4433,103,0,366,665
4433,102,0,308,488
4433,101,1,282,304
4433,100,0,296,253
4433,99,12,322,211
1566,106,43,1850,1476
1566,105,33,1923,1550
1566,104,36,1806,1591
1566,103,155,625,921
1566,102,18,634,894
1566,101,5,566,607
1566,100,0,264,575
1566,99,0,246,402
1570,106,3,226,694
1570,105,3,231,644
1570,104,4,253,609
1570,103,4,237,525
1570,102,4,231,447
1570,101,0,297,370
1570,100,0,317,374
1570,99,0,321,410
1580,106,0,737,2045
1580,105,34,689,1936
1580,104,64,719,1858
1580,103,52,582,1809
1580,102,0,544,1566
1580,101,0,545,1313
1580,100,0,515,1230
1580,99,0,469,1027
1586,106,11,850,1497
1586,105,0,876,1318
1586,104,0,902,994
1586,103,0,685,1075
1586,102,0,543,1020
1586,101,0,557,986
1586,100,0,614,951
1586,99,0,530,915
1591,106,0,351,369
1591,105,0,369,362
1591,104,0,413,331
1591,103,0,475,377
1591,102,0,277,341
1591,101,0,199,309
1591,100,0,136,232
1591,99,0,138,192
1597,106,0,999,1530
1597,105,0,892,1358
1597,104,317,661,1320
1597,103,317,770,1288
1597,102,317,875,1377
1597,101,0,964,1326
1597,100,0,827,1110
1597,99,0,466,622
1599,106,7,690,1422
1599,105,7,563,1383
1599,104,7,525,1319
1599,103,7,263,1144
1599,102,7,248,1109
1599,101,7,200,1153
1599,100,7,208,897
1599,99,0,270,325
2066,106,73,381,1056
2066,105,6,357,1068
2066,104,6,315,1068
2066,103,6,160,1004
2066,102,6,138,913
2067,106,0,613,497
2067,105,0,615,458
2067,104,0,538,420
2067,103,0,513,523
2067,102,0,515,438
2067,101,0,523,349
2067,100,0,469,328
2230,106,28,287,475
2230,105,28,273,545
2230,104,90,263,535
2230,103,25,273,553
2230,102,0,265,458
2230,101,0,266,418
2230,100,0,270,420
2230,99,0,273,373
2233,106,42,1403,2411
2233,105,15,1162,2278
2233,104,20,1096,2192
2233,103,38,945,2193
2233,102,0,876,1306
2233,101,9,667,1071
2233,100,9,613,1053
2233,99,8,318,660
2235,106,350,700,987
2235,105,351,692,999
2235,104,353,646,979
2235,103,354,631,909
2235,102,353,632,601
3162,106,0,281,575
3162,105,0,406,327
3162,104,0,490,538
3162,103,0,525,555
3162,102,0,492,563
3162,101,0,478,614
3162,100,0,392,636
3162,99,0,387,607
3226,106,76,96,935
3226,105,23,127,924
3226,104,23,139,885
3226,103,24,120,685
3226,102,9,134,553
3226,101,9,92,523
3226,100,16,76,582
3226,99,36,69,231
3379,106,52,211,560
3379,105,47,185,575
3379,104,30,123,608
3379,103,43,129,664
3379,102,34,132,619
3379,101,38,135,661
3379,100,43,138,637
3379,99,56,60,384
3426,106,20,56,605
3426,105,20,55,564
3426,104,20,58,477
3426,103,17,60,474
3426,102,215,43,321
3426,96,2,80,291
3426,95,2,82,294
3426,94,2,83,283
4502,106,20,1026,731
4502,105,20,1053,560
4502,104,20,1190,536
4502,103,29,710,273
4502,102,29,782,299
4502,101,30,968,514
4502,100,79,1065,534
4502,99,9,2013,590
4503,106,12,188,458
4503,105,8,183,254
4503,104,8,192,241
4503,103,8,195,194
4503,102,8,204,216
4503,94,0,402,564
4503,91,34,250,491
4503,90,112,330,559
4506,106,1036,1012,3936
4506,105,1060,1041,3722
4506,104,1086,1129,3444
4506,103,1085,1093,3293
4506,102,819,1111,3304
4506,101,618,1127,3117
4506,100,631,1094,3292
4506,99,732,1006,3216
4510,106,397,1164,2303
4510,105,218,1227,2172
4510,104,176,1608,2180
4510,103,184,1273,1832
4510,102,127,941,1409
4510,101,91,855,1124
4510,100,91,866,1116
4510,99,100,888,1067
4513,106,167,529,826
4513,105,166,559,839
4513,104,73,597,1131
4513,103,75,696,1022
4513,102,77,619,947
4513,101,69,567,957
4513,100,61,580,813
4513,99,63,574,685
4523,106,546,591,1649
4523,105,563,637,1806
4523,104,699,668,1950
4523,103,699,696,2007
