1258,105,1.32,0.00
1258,104,1.48,0.00
1258,103,1.30,0.00
1258,102,0.60,0.00
1258,101,0.80,0.00
1258,100,2.20,0.00
1258,99,0.00,0.00
1264,105,10.00,1.00
1264,104,11.00,0.00
1264,103,10.00,0.00
1264,102,7.00,1.00
4205,105,1.50,1.10
4205,104,2.00,0.00
4205,103,1.50,0.00
4205,102,2.00,0.00
4205,101,1.00,1.00
4205,100,2.00,0.00
4205,99,2.00,0.00
4205,98,1.00,1.00
4205,97,1.50,0.00
4205,96,1.50,0.00
4207,105,0.00,0.00
4207,104,0.00,0.00
4207,103,0.21,0.26
4207,102,0.59,0.40
4207,101,0.98,0.20
4207,100,0.00,0.25
4207,99,0.00,0.45
4207,98,0.00,0.45
4207,97,0.00,0.00
4207,96,0.00,0.39
4712,105,0.00,0.00
4712,104,0.00,0.00
4712,103,0.00,0.00
4712,102,0.00,0.00
4712,101,1.47,0.00
4712,100,0.35,1.39
4712,99,0.00,0.00
4712,98,0.00,0.00
4712,97,0.00,0.00
4712,96,0.30,0.00
4303,105,0.00,0.00
4303,104,0.30,0.30
4303,103,0.10,0.10
4303,102,0.00,0.00
4303,101,0.00,0.00
4303,100,0.00,0.00
4303,99,0.00,0.00
4303,98,0.00,0.00
4303,97,0.00,0.00
4303,96,0.00,0.00
4304,105,0.00,0.00
4304,104,0.00,0.00
4304,103,0.00,0.00
4304,102,0.00,0.00
4304,101,0.00,0.00
4304,100,0.00,0.00
4304,99,0.00,0.00
4304,98,0.00,0.00
4304,97,0.00,0.00
4304,96,0.00,0.00
4305,105,2.40,0.00
4305,104,2.30,0.00
4305,103,1.80,0.00
4305,102,1.80,0.00
4305,101,1.70,0.00
4305,100,1.10,0.00
4305,99,0.80,0.00
4305,98,1.20,0.00
4305,97,0.70,0.00
4305,96,0.65,0.00
8354,105,0.50,0.00
8354,104,0.70,0.00
8354,103,0.80,0.00
8354,102,0.40,0.60
8354,101,0.40,0.40
8354,100,0.40,0.40
8354,99,0.10,0.40
8354,98,0.00,0.00
8354,97,0.32,0.00
8354,96,0.60,0.00
9950,105,0.00,0.30
9950,104,0.34,0.50
9950,103,0.44,0.75
9950,102,1.12,0.00
9950,101,1.06,0.00
9950,100,1.19,0.00
9950,99,1.27,0.00
9950,98,1.60,0.00
9950,97,0.84,0.00
9950,96,1.00,0.00
4401,105,3.60,0.00
4401,104,3.60,0.00
4401,103,3.50,0.00
4401,102,3.70,0.00
4401,101,2.20,0.00
4401,100,2.20,0.00
4401,99,2.00,0.00
4401,98,1.00,0.00
4401,97,0.70,0.00
4401,96,0.85,0.00
4402,105,0.00,0.00
4402,104,0.00,0.00
4402,103,0.00,0.00
4402,102,0.00,0.00
4402,101,0.00,0.00
4402,100,0.00,0.00
4402,99,0.00,0.00
4402,98,0.00,0.00
4402,97,0.00,0.00
4402,96,0.00,0.00
4406,105,0.00,0.00
4406,104,0.00,0.00
4406,103,0.00,0.00
4406,102,0.00,0.00
4406,101,0.00,0.00
4406,100,0.50,0.00
4406,99,0.20,0.00
4406,98,0.00,0.00
4406,97,0.00,0.00
4406,96,0.00,0.00
4413,105,0.00,0.00
4413,104,0.00,0.00
4413,103,0.00,0.00
4413,102,0.00,0.00
4413,101,0.00,0.00
4413,100,0.00,0.00
4413,99,0.00,0.00
4413,98,0.00,0.00
4413,97,0.00,0.00
4413,96,0.00,0.00
4417,105,2.20,0.20
4417,104,1.80,0.00
4417,103,1.00,0.30
4417,102,0.50,0.40
4417,101,0.90,0.80
4417,100,0.50,0.40
4417,99,0.60,0.50
4417,98,0.30,0.30
4417,97,0.00,0.50
4417,96,0.00,0.60
4419,105,0.00,0.00
4419,104,0.00,0.00
4419,103,0.00,0.00
4419,102,0.00,0.00
4419,101,0.00,0.00
4419,100,0.00,0.00
4419,99,0.00,0.00
4419,98,0.00,0.00
4419,97,0.00,0.00
4419,96,0.00,0.00
4420,105,1.20,0.00
4420,104,1.50,0.00
4420,103,1.00,0.00
4420,102,1.00,0.00
4420,101,1.00,0.00
4420,100,1.35,0.00
4420,99,1.70,0.00
4420,98,1.10,0.00
4420,97,1.00,0.00
4420,96,1.60,0.00
4429,105,0.50,0.00
4429,104,0.50,0.00
4429,103,0.50,0.00
4429,102,0.50,0.00
4429,101,0.50,0.00
4429,100,3.20,0.00
4429,99,3.20,0.00
4429,98,2.00,1.00
4429,96,0.00,0.00
4429,95,0.00,0.00
4432,105,2.40,0.00
4432,104,4.00,0.00
4432,103,4.00,0.50
4432,102,3.00,1.00
4432,101,3.50,0.00
4432,100,1.80,0.00
4433,105,1.02,0.00
4433,104,1.00,0.00
4433,103,0.80,0.00
4433,102,1.60,0.00
4433,101,0.85,0.80
1566,105,0.65,0.00
1566,104,1.50,0.00
1566,103,0.50,0.00
1566,102,0.00,0.00
1566,101,0.37,0.00
1566,100,0.80,0.00
1566,99,0.50,0.00
1566,98,1.00,0.00
1566,97,0.00,0.00
1566,96,0.12,0.00
1570,105,0.50,0.00
1570,104,0.50,0.00
1570,103,0.00,0.00
1570,102,0.00,0.00
1570,101,0.00,0.00
1570,100,0.00,0.00
1570,99,0.00,0.00
1570,98,0.00,0.00
1570,97,0.00,0.00
1570,96,0.20,0.80
1580,105,8.50,0.00
1580,104,7.00,0.00
1580,103,8.50,0.20
1580,102,7.50,0.60
1580,101,7.00,0.50
1580,100,7.00,0.50
1580,99,7.00,0.50
1580,98,5.50,0.50
1580,97,2.50,0.50
1580,96,3.50,0.00
1586,105,0.00,0.00
1586,104,0.00,0.93
1586,103,1.06,0.00
1586,102,1.00,0.00
1586,101,1.00,0.00
1586,100,0.50,0.00
1586,99,0.80,0.50
1586,98,1.48,0.00
1586,97,1.50,0.00
1591,105,0.00,1.00
1591,104,0.00,0.00
1591,103,0.00,1.20
1591,102,0.00,1.50
1591,101,0.00,1.50
1591,100,1.00,0.00
1591,99,0.00,1.00
1591,98,0.00,1.30
1597,105,1.00,0.00
1597,104,0.50,0.50
1597,103,0.50,0.00
1597,102,0.20,0.50
1597,101,0.30,0.50
1597,100,1.00,1.00
1597,99,0.50,0.80
1599,105,2.00,2.00
1599,104,3.00,1.50
1599,103,1.95,0.00
1599,102,1.30,1.50
1599,101,3.40,0.00
1599,100,3.00,0.00
2066,105,5.00,0.00
2066,104,6.00,0.00
2066,103,5.50,0.00
2066,102,4.50,0.50
2066,101,1.50,0.00
2066,100,1.00,0.00
2067,105,0.00,0.00
2067,104,0.00,0.00
2067,103,0.32,0.68
2067,102,1.00,0.00
2067,101,0.50,1.50
2230,105,0.20,0.00
2230,104,0.60,0.00
2230,103,0.80,0.00
2230,102,0.60,0.00
2230,101,0.90,0.00
2230,100,0.70,0.00
2230,99,0.20,0.00
2230,98,0.15,0.20
2230,97,0.20,0.51
2230,96,0.30,0.76
2233,105,5.00,0.00
2233,104,3.00,0.00
2233,103,4.75,0.00
2233,102,5.00,0.00
2233,101,2.50,1.00
2233,100,4.00,0.00
2233,99,2.00,1.00
2235,105,4.00,0.00
2235,104,5.00,0.00
2235,103,4.00,0.00
2235,102,2.00,0.00
2235,101,1.50,0.00
2235,100,1.00,0.00
2235,99,0.00,0.60
3162,105,0.00,0.00
3162,104,0.00,0.00
3162,103,0.00,0.00
3162,102,0.00,0.00
3162,101,0.06,0.00
3162,100,0.16,0.00
3162,99,0.22,0.28
3162,98,0.36,0.20
3162,97,0.30,1.02
3162,96,0.00,1.03
3226,105,2.00,0.00
3226,104,2.00,0.00
3226,103,0.00,0.00
3226,102,0.00,0.00
3226,101,0.00,0.00
3226,100,0.00,0.00
3226,99,0.00,0.00
3226,98,0.00,0.00
3226,97,0.00,0.00
3226,96,0.80,0.20
3379,105,0.00,0.00
3379,104,0.00,0.00
3379,103,0.60,0.50
3379,102,0.50,0.50
